drug_name,gene_symbol,action
Pipecuronium,CHRM3,antagonist
Pipecuronium,CHRNA2,antagonist
Pipendoxifene,ESR1,inhibitor
Pipendoxifene,ESR2,inhibitor
Piperacetazine,DRD2,modulator
Piperazine,GABRB3,agonist
Piperine,MAOA,inhibitor
Piperine,MAOB,inhibitor
Piperine,NR1I2,unknown
Pipotiazine,DRD1,antagonist
Pipotiazine,DRD2,antagonist
Pipotiazine,HTR1A,antagonist
Pipotiazine,HTR2A,antagonist
Pipradrol,DRD5,agonist
Piragliatin,GCK,modulator
Pirazolac,PTGS1,modulator
Pirazolac,PTGS2,modulator
Pirbuterol,ADRB1,agonist
Pirbuterol,ADRB2,agonist
Pirenperone,HTR7,antagonist
Pirenzepine,CHRM1,antagonist
Piretanide,SLC12A1,inhibitor
Pirfenidone,TGFB1,modulator
Piribedil,ADRA2C,antagonist
Piribedil,DRD2,agonist
Piribedil,DRD3,agonist
Piribedil,DRD4,antagonist
Piribedil,HTR1A,agonist
Piribedil,HTR2B,antagonist
Piridronic acid,FDPS,inhibitor
Pirinixic acid,PPARA,inhibitor
Piritrexim,DHFR,modulator
Pirlindole,ADRA2A,antagonist
Pirlindole,HTR1A,antagonist
Pirlindole,MAOA,antagonist
Pirmagrel,TBXAS1,inhibitor
Piromelatine,HTR1A,agonist
Piromelatine,HTR1D,agonist
Piromelatine,MTNR1A,agonist
Piroxicam,PTGS1,inhibitor
Piroxicam,PTGS2,inhibitor
Pirtobrutinib,BTK,inhibitor
Pitavastatin,HMGCR,inhibitor
Pitavastatin,ITGAL,inhibitory allosteric modulator
Pitolisant,HRH3,antagonist;inverse agonist
Pitolisant,KCNH2,blocker
Pixantrone,TOP2A,modulator
Pixantrone,TOP2B,modulator
Pizotifen,ADRA1A,antagonist
Pizotifen,ADRA1B,antagonist
Pizotifen,ADRA1D,antagonist
Pizotifen,ADRA2A,antagonist
Pizotifen,ADRA2B,antagonist
Pizotifen,ADRA2C,antagonist
Pizotifen,CHRM1,antagonist
Pizotifen,CHRM2,antagonist
Pizotifen,CHRM3,antagonist
Pizotifen,HRH1,antagonist
Pizotifen,HTR1A,partial agonist
Pizotifen,HTR1B,antagonist
Pizotifen,HTR2A,antagonist
Pizotifen,HTR2B,antagonist
Pizotifen,HTR2C,antagonist
Platelet Activating Factor,GM2A,unknown
Platelet Activating Factor,PTAFR,agonist
Plazomicin,MRM2,inhibitor
Plecanatide,GUCY2C,agonist
Plerixafor,CXCR4,antagonist;inhibitor
Plinabulin,EIF2B1,stimulator
Plinabulin,EIF2B2,stimulator
Plinabulin,TNF,unknown
Plitidepsin,EEF1A2,unknown
Plitidepsin,PPT1,modulator
Plixorafenib,BRAF,inhibitor
Plomestane,CYP19A1,inhibitor
Podofilox,TOP2A,inhibitor
Podofilox,TOP2B,modulator
Podofilox,TUBA4A,inhibitor
Podofilox,TUBB,inhibitor
Polaprezinc,FLT1,agonist
Polaprezinc,HSP90AA1,agonist
Polaprezinc,HSP90AB1,agonist
Polaprezinc,IL3,inhibitor
Polaprezinc,IL6,inhibitor
Polaprezinc,NGF,agonist
Polaprezinc,PDGFRB,agonist
Polaprezinc,TNF,inhibitor
Polmacoxib,CA1,inhibitor
Polmacoxib,CA2,inhibitor
Polmacoxib,PTGS2,inhibitor
Polydatin,PKM,inhibitor
Polyestradiol phosphate,ESR1,agonist
Polyestradiol phosphate,SRD5A1,modulator
Polyestradiol phosphate,SRD5A2,modulator
Polyethylene glycol 400,ENPP1,other
Polyethylene glycol 400,HTATIP2,unknown
Polythiazide,SLC12A3,inhibitor
Pomaglumetad methionil,GRM2,unknown
Pomaglumetad methionil,GRM3,unknown
Pomalidomide,CRBN,inhibitor
Pomalidomide,PTGS2,inhibitor
Pomalidomide,TNF,inhibitor
Ponalrestat,AKR1B1,inhibitor
Ponalrestat,SLC5A4,blocker
Ponatinib,ABL1,inhibitor
Ponatinib,BCR,inhibitor
Ponatinib,FGFR1,inhibitor
Ponatinib,FGFR2,inhibitor
Ponatinib,FGFR3,inhibitor
Ponatinib,FGFR4,inhibitor
Ponatinib,FLT3,inhibitor
Ponatinib,KDR,inhibitor
Ponatinib,KIT,inhibitor
Ponatinib,LCK,inhibitor
Ponatinib,LYN,inhibitor
Ponatinib,PDGFRA,inhibitor
Ponatinib,RET,inhibitor
Ponatinib,SRC,inhibitor
Ponatinib,TEK,inhibitor
Ponesimod,S1PR1,agonist;modulator;regulator
Porfimer sodium,FCGR1A,antagonist
Porfimer sodium,LDLR,other/unknown
Porphobilinogen,ALAD,inhibitor
Porphyrin Fe(III),MB,unknown
Posatirelin,TRHR,modulator
Poseltinib,BTK,inhibitor
Posiphen,ACHE,inhibitor
Posizolid,MAOA,unknown
Potassium,ATP1A1,regulator
Potassium acetate,ATP1A1,unknown
Potassium cation,ATP1A1,unknown
Potassium chloride,SLC12A1,binder
Potassium chloride,SLC12A2,unknown
Potassium chloride,SLC12A4,unknown
Potassium chloride,SLC12A5,unknown
Potassium chloride,SLC12A6,unknown
Potassium chloride,SLC12A7,unknown
Potassium nitrate,KCNH2,agonist
Potassium perchlorate,SLC5A5,inhibitor
Potassium sulfate,ATP1A1,unknown
Pozanicline,CHRNA4,modulator
Pozanicline,CHRNB2,modulator
Poziotinib,EGFR,inhibitor;binder
Poziotinib,ERBB2,inhibitor
Pracinostat,HDAC1,unknown
Pracinostat,HDAC2,unknown
Pracinostat,HDAC3,unknown
Pracinostat,HDAC6,unknown
Practolol,ADRB1,antagonist
Pradefovir mesylate,CYP3A4,unknown
Pradigastat,DGAT1,modulator
Pralatrexate,DHFR,substrate;inhibitor
Pralatrexate,FPGS,substrate
Pralatrexate,PDF,inhibitor
Pralatrexate,TYMS,substrate;inhibitor
Praliciguat,GUCY1A1,agonist
Praliciguat,GUCY1B1,agonist
Pralidoxime,ACHE,activator
Pralidoxime,BCHE,activator
Pralmorelin,GHSR,agonist
Pralmorelin,PGD,inhibitor
Pralnacasan,CASP1,modulator
Pralsetinib,DDR1,inhibitor
Pralsetinib,FGFR1,inhibitor
Pralsetinib,FGFR2,inhibitor
Pralsetinib,FLT3,inhibitor
Pralsetinib,JAK1,inhibitor
Pralsetinib,JAK2,inhibitor
Pralsetinib,KDR,inhibitor
Pralsetinib,NTRK1,inhibitor
Pralsetinib,NTRK3,inhibitor
Pralsetinib,PDGFRB,inhibitor
Pralsetinib,RET,inhibitor
Pramipexole,ADRA2A,agonist
Pramipexole,DRD2,agonist
Pramipexole,DRD3,agonist
Pramipexole,DRD4,agonist
Pramipexole,HTR1A,agonist
Pramiracetam,CHRM5,modulator
Pramlintide,CALCR,agonist
Pramlintide,GLP1R,agonist
Pramlintide,RAMP1,agonist
Pramlintide,RAMP2,agonist
Pramlintide,RAMP3,agonist
Pramocaine,SCN9A,inhibitor
Pranazepide,CCKAR,inhibitor
Pranlukast,CYSLTR1,antagonist
Pranlukast,IL5,antagonist
Pranlukast,MUC2,other/unknown
Pranlukast,NFKB1,other/unknown
Pranlukast,RNASE3,other/unknown
Pranlukast,TNF,other/unknown
Pranoprofen,PTGS2,inhibitor
Prasterone,AR,agonist
Prasterone,ESR1,binder
Prasterone,ESR2,activator
Prasterone,G6PD,inhibitor
Prasterone,GABRQ,antagonist
Prasterone,GRIN3B,agonist
Prasterone,NR1I2,activator
Prasterone,NR1I3,activator
Prasterone,PPARA,activator
Prasterone,SIGMAR1,agonist
Prasugrel,P2RY12,antagonist
Pratosartan,AGTR1,antagonist
Pravadoline,CNR1,inhibitor
Pravadoline,CNR2,inhibitor
Pravastatin,HDAC2,inhibitor
Pravastatin,HMGCR,inhibitor
Prazepam,GABRG3,ligand
Prazepam,GABRQ,positive allosteric modulator
Prazepam,TSPO,modulator
Praziquantel,HPGDS,inhibitor
Prazosin,ADRA1A,antagonist
Prazosin,ADRA1B,antagonist
Prazosin,ADRA1D,antagonist
Prazosin,ADRA2A,binder
Prazosin,ADRA2B,binder
Prazosin,KCNH2,inhibitor
Preclamol,DRD2,inhibitor
Prednicarbate,ESRRA,modulator
Prednicarbate,ESRRB,modulator
Prednicarbate,ESRRG,modulator
Prednicarbate,NR3C1,agonist
Prednisolone,NR3C1,agonist
Prednisolone,NR3C2,agonist
Prednisolone acetate,NR3C1,agonist
Prednisolone acetate,NR3C2,agonist
Prednisolone phosphate,ANXA1,ligand
Prednisolone phosphate,NR3C1,agonist
Prednisolone sodium metazoate,ESRRA,modulator
Prednisolone sodium metazoate,ESRRB,modulator
Prednisolone sodium metazoate,ESRRG,modulator
Prednisone,NR3C1,agonist
Pregabalin,CACNA2D1,modulator
Pregnenolone,ESRRA,agonist
Pregnenolone,NR1I2,unknown
Pregnenolone,SULT2B1,unknown
Preladenant,ADORA2A,antagonist
Prenalterol,ADRB3,agonist
Prenylamine,CALM3,unknown
Prenylamine,MYLK2,inhibitor
Prexasertib,CHEK1,inhibitor
Pridopidine,DRD2,modulator
Prifelone,PTGS1,inhibitor
Prifelone,PTGS2,inhibitor
Prifinium,CHRM5,modulator
Prilocaine,SCN5A,inhibitor
Primaquine,KRT7,other/unknown
Primaquine,NQO2,inhibitor
Primidone,CHRNA4,antagonist
Primidone,CHRNA7,antagonist
Primidone,GABRA1,potentiator
Primidone,GABRA2,potentiator
Primidone,GABRA3,potentiator
Primidone,GABRA4,potentiator
Primidone,GABRA5,potentiator
Primidone,GABRA6,potentiator
Primidone,GABRQ,positive allosteric modulator
Primidone,GRIA2,antagonist
Primidone,GRIK2,antagonist
Prinaberel,ESR2,agonist
Prinaberel,NCOA1,unknown
Prinomastat,MMP1,inhibitor
Prinomastat,MMP2,inhibitor
Prinomastat,MMP7,inhibitor
Priralfinamide,CACNA1B,blocker
Probenecid,PANX1,antagonist
Probenecid,SLC22A11,inhibitor
Probenecid,SLC22A6,inhibitor
Probenecid,SLC22A8,inhibitor
Probenecid,TAS2R16,inhibitory allosteric modulator
Probucol,ABCA1,inhibitor
Probucol,CES1,unknown
Procainamide,DNMT1,other
Procainamide,KCNH2,inhibitor
Procainamide,SCN5A,inhibitor
Procaine,ASPG,inhibitor
Procaine,CHRNA2,antagonist
Procaine,DNMT1,inhibitor
Procaine,DNMT3A,inhibitor
Procaine,GRIN3A,antagonist
Procaine,HTR3A,antagonist
Procaine,KCNN3,blocker
Procaine,MAOB,inhibitor
Procaine,PLA2G4A,inhibitor
Procaine,SCN10A,inhibitor
Procaine,SLC6A3,inhibitor
Procarbazine,MAOB,inhibitor
Procaterol,ADRB2,agonist
Prochlorperazine,ADRA1D,antagonist
Prochlorperazine,ADRA2C,antagonist
Prochlorperazine,DRD2,antagonist
Prochlorperazine,HRH1,antagonist
Procyclidine,CHRM1,antagonist
Procyclidine,CHRM2,antagonist
Procyclidine,CHRM3,antagonist
Procyclidine,CHRM4,antagonist
Procyclidine,CHRM5,antagonist
Profenamine,CHRM1,antagonist
Profenamine,CHRM2,antagonist
Profenamine,GRIN3A,antagonist
Profenamine,HRH1,modulator
Proflavine,F2,other/unknown
Progabide,GABBR1,agonist
Progabide,GABBR2,agonist
Progabide,GABRA1,agonist
Progesterone,AR,agonist;potentiator
Progesterone,CYP17A1,substrate;inhibitor
Progesterone,ESR1,agonist;inhibitor;downregulator
Progesterone,ESR2,agonist;downregulator
Progesterone,NR3C1,partial agonist
Progesterone,NR3C2,antagonist;agonist
Progesterone,OPRK1,activator;potentiator
Progesterone,ORM1,binder
Progesterone,PGR,agonist
Progesterone,SHBG,binder;potentiator
Proglumide,CCKAR,antagonist
Proguanil,PDF,inhibitor
Proline,EPRS1,unknown
Proline,L3HYPDH,unknown
Proline,P3H1,unknown
Proline,P3H2,unknown
Proline,P3H3,unknown
Proline,P4HA1,unknown
Proline,P4HA2,unknown
Proline,P5CR2,unknown
Proline,PARS2,unknown
Proline,PLPBP,unknown
Proline,PPIA,binder
Proline,PPIB,binder
Proline,PPIC,unknown
Proline,PPIF,unknown
Proline,PPIG,unknown
Proline,PPIH,unknown
Proline,PRODH,unknown
Proline,PYCR1,unknown
Proline,PYCR2,unknown
Proline,PYCR3,unknown
Proline,SLC6A14,unknown
Proline,SLC6A7,unknown
Promazine,ADRA1A,antagonist
Promazine,CHRM1,antagonist
Promazine,CHRM5,binder
Promazine,DRD2,antagonist
Promazine,HRH1,antagonist
Promazine,HTR2A,antagonist
Promazine,HTR2C,antagonist
Promestriene,ESR1,modulator
Promethazine,ADRA2C,antagonist
Promethazine,CALM3,inhibitor
Promethazine,CHRM1,antagonist
Promethazine,CHRM2,antagonist
Promethazine,CHRM3,antagonist
Promethazine,CHRM4,antagonist
Promethazine,CHRM5,antagonist
Promethazine,DRD2,antagonist
Promethazine,GRIN3B,antagonist
Promethazine,HRH1,antagonist
Promethazine,HRH2,antagonist
Promethazine,SCN9A,inhibitor
Propacetamol,CNR1,antagonist
Propacetamol,PTGS1,antagonist
Propacetamol,PTGS2,antagonist
Propacetamol,TRPV1,antagonist
Propafenone,ADRB1,antagonist
Propafenone,ADRB2,antagonist
Propafenone,KCNH2,inhibitor
Propafenone,SCN5A,inhibitor
Propanoic acid,GPHN,unknown
Propantheline,CHRM1,antagonist
Proparacaine,SCN10A,inhibitor
Propentofylline,PDE4A,unknown
Propidium,ACHE,inhibitor
Propiomazine,ADRA1A,antagonist
Propiomazine,CHRM5,antagonist
Propiomazine,DRD2,antagonist
Propiomazine,HRH1,antagonist
Propiomazine,HTR2A,antagonist
Propiomazine,HTR2C,antagonist
Propiverine,ADRA1A,antagonist
Propiverine,CACNA1C,antagonist
Propiverine,CHRM1,antagonist
Propiverine,CHRM2,antagonist
Propiverine,CHRM3,antagonist
Propiverine,CHRM4,antagonist
Propiverine,CHRM5,antagonist
Propofol,GABRB2,potentiator
Propofol,GABRB3,potentiator
Propofol,GABRQ,positive allosteric modulator
Propofol,SCN2A,inhibitor
Propofol,SCN4A,inhibitor
Propoxycaine,SCN9A,blocker
Propranolol,ADRB1,antagonist
Propranolol,ADRB2,antagonist
Propranolol,ADRB3,antagonist
Propranolol,HTR1A,antagonist
Propranolol,HTR1B,antagonist
Propyl Gallate,ESR1,unknown
Propyl alcohol,LYZ,unknown
Propylhexedrine,ADRA2C,modulator
Propylhexedrine,SLC18A2,antagonist
Propylhexedrine,TAAR1,agonist
Propylthiouracil,DIO1,inhibitor
Propylthiouracil,TPO,inhibitor
Propyphenazone,PTGS2,inhibitor
Prostaglandin D2,AKR1C3,unknown
Prostaglandin D2,PTGDR,agonist
Prostaglandin D2,PTGDR2,agonist
Prostaglandin D2,PTGER1,agonist
Prostaglandin D2,PTGER2,agonist
Prostaglandin D2,PTGER3,agonist
Prostaglandin D2,PTGER4,agonist
Prostaglandin D2,PTGFR,agonist
Prostaglandin G2,PTGS2,inhibitor
Protirelin,TRHR,ligand
Protocatechualdehyde,MAOB,inhibitor
Protokylol,ADRB1,modulator
Protokylol,ADRB2,agonist
Protoporphyrin,FTL,unknown
Protoporphyrin,HPGDS,inhibitor
Protoporphyrin Ix Containing Co,CYCS,unknown
Protoporphyrin Ix Containing Co,PTGS1,unknown
Protriptyline,SLC6A2,inhibitor
Protriptyline,SLC6A4,inhibitor
Prucalopride,HTR4,agonist
Pruvanserin,HTR2A,modulator
Pseudoephedrine,ADRA1A,agonist
Pseudoephedrine,ADRA2A,agonist
Pseudoephedrine,ADRB1,agonist;partial agonist
Pseudoephedrine,ADRB2,partial agonist
Pseudoephedrine,DRD2,stimulator
Pseudoephedrine,IL2,inhibitor
Pseudoephedrine,JUN,inhibitor
Pseudoephedrine,NFATC1,inhibitor
Pseudoephedrine,NFKB1,inhibitor
Pseudoephedrine,SLC6A2,inhibitor
Pseudoephedrine,SLC6A3,inhibitor
Pseudoephedrine,SLC6A4,inhibitor
Pseudoephedrine,TNF,inhibitor
Psoralen,MAOA,inhibitor
Psoralen,MAOB,inhibitor
Pterostilbene,PPARA,agonist
Puerarin,HTR2C,modulator
Pulrodemstat,KDM1A,inhibitor
Pumaprazole,ATP4A,modulator
Pumaprazole,ATP4B,modulator
Purine Riboside-5'-Monophosphate,RNASE1,unknown
Puromycin,RPL10L,unknown
Puromycin,RPL11,unknown
Puromycin,RPL13A,unknown
Puromycin,RPL15,unknown
Puromycin,RPL19,unknown
Puromycin,RPL23,unknown
Puromycin,RPL23A,unknown
Puromycin,RPL26L1,unknown
Puromycin,RPL3,unknown
Puromycin,RPL37,unknown
Puromycin,RPL8,unknown
Puromycin,RSL24D1,unknown
Purvalanol,ADRB3,agonist
Purvalanol,CDK1,binder
Purvalanol,CDK2,inhibitor
Purvalanol,CDK4,unknown
Purvalanol,CDK5,inhibitor
Purvalanol,MAPK1,inhibitor
Purvalanol,MAPK3,inhibitor
Purvalanol,SRPK2,unknown
Purvalanol A,CDK1,inhibitor
Purvalanol A,CDK2,inhibitor
Purvalanol A,CSNK1G3,unknown
Purvalanol A,RPS6KA1,unknown
Purvalanol A,SRC,unknown
Putrescine,ADRB1,unknown
Putrescine,ADRB2,unknown
Putrescine,AMD1,inhibitor
Putrescine,ODC1,inhibitor
Pyrantel,CHRM1,antagonist;agonist
Pyrantel,GPR35,unknown
Pyrazolanthrone,MAPK10,inhibitor
Pyrazolanthrone,MAPK8,inhibitor
Pyrazolanthrone,MAPK8IP1,unknown
Pyrazolanthrone,MAPK9,inhibitor
Pyrazolanthrone,TTK,inhibitor
Pyrazole,ADH1C,unknown
Pyrazole,ESR1,unknown
Pyrazole,ESR2,unknown
Pyrazoloacridine,TOP2A,modulator
Pyrazoloacridine,TOP2B,modulator
Pyridostigmine,ACHE,inhibitor
Pyridostigmine,BCHE,inhibitor
Pyridostigmine,F10,inhibitor
Pyridoxal,PDXK,unknown
Pyridoxal phosphate,AADAT,cofactor
Pyridoxal phosphate,ABAT,inhibitor
Pyridoxal phosphate,AGXT,cofactor
Pyridoxal phosphate,AGXT2,cofactor
Pyridoxal phosphate,ALAS1,cofactor
Pyridoxal phosphate,ALAS2,cofactor
Pyridoxal phosphate,AZIN2,cofactor
Pyridoxal phosphate,BCAT1,cofactor
Pyridoxal phosphate,BCAT2,cofactor
Pyridoxal phosphate,CBS,cofactor
Pyridoxal phosphate,CSAD,cofactor
Pyridoxal phosphate,CTH,cofactor
Pyridoxal phosphate,DDC,cofactor
Pyridoxal phosphate,F2,inhibitor
Pyridoxal phosphate,GAD1,cofactor
Pyridoxal phosphate,GAD2,cofactor
Pyridoxal phosphate,GAD65,cofactor
Pyridoxal phosphate,GADL1,cofactor
Pyridoxal phosphate,GCAT,cofactor
Pyridoxal phosphate,GLDC,cofactor
Pyridoxal phosphate,GOT1,activator
Pyridoxal phosphate,GOT2,cofactor
Pyridoxal phosphate,GPT,cofactor
Pyridoxal phosphate,GPT2,cofactor
Pyridoxal phosphate,HDC,cofactor
Pyridoxal phosphate,IGSF10,cofactor
Pyridoxal phosphate,KYAT1,cofactor
Pyridoxal phosphate,KYAT3,cofactor
Pyridoxal phosphate,KYNU,cofactor
Pyridoxal phosphate,MOCOS,cofactor
Pyridoxal phosphate,NFS1,cofactor
Pyridoxal phosphate,OAT,cofactor
Pyridoxal phosphate,ODC1,cofactor
Pyridoxal phosphate,PDXP,cofactor
Pyridoxal phosphate,PHYKPL,cofactor
Pyridoxal phosphate,PLPBP,binder
Pyridoxal phosphate,PNPO,cofactor
Pyridoxal phosphate,PSAT1,cofactor
Pyridoxal phosphate,PYGB,cofactor
Pyridoxal phosphate,PYGL,cofactor
Pyridoxal phosphate,PYGM,cofactor
Pyridoxal phosphate,SCLY,cofactor
Pyridoxal phosphate,SDS,cofactor
Pyridoxal phosphate,SDSL,cofactor
Pyridoxal phosphate,SEPSECS,cofactor
Pyridoxal phosphate,SGPL1,cofactor
Pyridoxal phosphate,SHMT1,cofactor
Pyridoxal phosphate,SHMT2,cofactor
Pyridoxal phosphate,SPTLC1,cofactor
Pyridoxal phosphate,SPTLC2,cofactor
Pyridoxal phosphate,SPTLC3,cofactor
Pyridoxal phosphate,SRR,cofactor
Pyridoxal phosphate,TAT,cofactor
Pyridoxamine,AGER,inhibitor
Pyridoxamine-5'-Phosphate,BCAT2,unknown
Pyridoxamine-5'-Phosphate,KYAT1,unknown
Pyridoxine,DDC,cofactor
Pyridoxine,PDXK,ligand
Pyridoxine phosphate,ODC1,inhibitor
Pyrimethamine,DHFR,inhibitor
Pyrimethamine,FOLR1,modulator
Pyrimethamine,HEXB,inhibitor
Pyrithiamine Pyrophosphate,TPK1,unknown
Pyrithione,KCNQ1,activator
Pyrophosphoric acid,FDPS,inhibitor
Pyrotinib,EGFR,inhibitor
Pyroxamide,HDAC1,inhibitor
Pyroxamide,HDAC6,inhibitor
Pyruvaldehyde,PLA2G1B,inhibitor
Pyruvaldehyde,TRPA1,activator
Pyruvic acid,ABAT,inhibitor
Pyruvic acid,AGXT2,unknown
Pyruvic acid,CA4,inhibitor
Pyruvic acid,PC,unknown
Pyruvic acid,PDHB,unknown
Pyruvic acid,PKLR,unknown
Pyruvic acid,PKM,unknown
Pyruvic acid,SLC16A1,unknown
Pyruvic acid,SLC16A2,unknown
Pyruvic acid,SLC16A3,unknown
Pyruvic acid,SLC16A4,unknown
Pyruvic acid,SLC16A5,unknown
Pyruvic acid,SLC16A6,unknown
Pyruvic acid,SLC16A7,unknown
Pyruvic acid,SLC16A8,unknown
QAV-680,PTGDR2,antagonist
QGC-001,DNPEP,inhibitor
QGC-001,ENPEP,inhibitor
QR-333,AKR1B1,unknown
Quarfloxin,NCL,inhibitor
Quazepam,GABRG3,ligand
Quazepam,GABRQ,positive allosteric modulator
Quazepam,TSPO,modulator
Quemliclustat,NT5E,inhibitor
Quercetin,ACTB,unknown
Quercetin,AHR,unknown
Quercetin,ATP5F1A,unknown
Quercetin,ATP5F1B,unknown
Quercetin,ATP5F1C,unknown
Quercetin,CBR1,unknown
Quercetin,CEBPB,inhibitor
Quercetin,CSNK2A1,unknown
Quercetin,CSNK2B,unknown
Quercetin,CYP1B1,unknown
Quercetin,EIF3F,unknown
Quercetin,ESR1,unknown
Quercetin,ESR2,unknown
Quercetin,HCK,unknown
Quercetin,HIBCH,unknown
Quercetin,HSP90AA1,unknown
Quercetin,HSPA2,unknown
Quercetin,LPCAT1,inhibitor
Quercetin,LPCAT2,inhibitor
Quercetin,NQO2,inhibitor
Quercetin,NR1I2,activator
Quercetin,PIK3CG,unknown
Quercetin,PIM1,unknown
Quercetin,RUVBL2,unknown
Quercetin,SF3B3,unknown
Quercetin,SHBG,unknown
Quercetin,STAT3,inhibitor
Quercetin,STK17B,unknown
Quercetin,UBA1,unknown
Quercetin,UGT3A1,unknown
Quetiapine,ADRA1D,antagonist
Quetiapine,ADRA2A,antagonist
Quetiapine,ADRA2B,antagonist
Quetiapine,ADRA2C,antagonist
Quetiapine,CHRM1,antagonist
Quetiapine,CHRM2,ligand
Quetiapine,CHRM3,antagonist
Quetiapine,CHRM4,ligand
Quetiapine,CHRM5,ligand
Quetiapine,DRD1,antagonist
Quetiapine,DRD2,antagonist
Quetiapine,DRD3,ligand
Quetiapine,DRD4,ligand
Quetiapine,DRD5,ligand
Quetiapine,HRH1,antagonist
Quetiapine,HTR1A,antagonist;partial agonist
Quetiapine,HTR1B,ligand
Quetiapine,HTR1D,ligand
Quetiapine,HTR1E,ligand
Quetiapine,HTR2A,antagonist
Quetiapine,HTR2C,ligand
Quetiapine,HTR3A,ligand
Quetiapine,HTR6,antagonist
Quetiapine,HTR7,ligand
Quilostigmine,ACHE,inhibitor
Quilseconazole,CYP51A1,inhibitor
Quinacrine,PLA2G1B,inhibitor
Quinacrine,PLA2G4A,inhibitor
Quinacrine,PLA2G6,inhibitor
Quinacrine,PLCL1,inhibitor
Quinagolide,DRD2,agonist
Quinagolide,DRD5,agonist
Quinalizarin,CSNK2A1,unknown
Quinapril,ACE,inhibitor
Quinelorane,DRD3,modulator
Quinestrol,ESR1,agonist;modulator
Quinethazone,CA1,inhibitor
Quinethazone,CA2,inhibitor
Quinethazone,SLC12A1,inhibitor
Quinethazone,SLC12A2,inhibitor
Quinethazone,SLC12A3,inhibitor
Quinidine,ADRA1A,antagonist
Quinidine,ADRA1B,antagonist
Quinidine,ADRA1D,antagonist
Quinidine,KCNH2,inhibitor
Quinidine,KCNK1,inhibitor
Quinidine,KCNK6,inhibitor
Quinidine,SCN5A,inhibitor
Quinidine barbiturate,GABRA1,potentiator
Quinidine barbiturate,GABRA2,potentiator
Quinidine barbiturate,GRIA2,antagonist
Quinidine barbiturate,KCNK1,inhibitor
Quinidine barbiturate,SCN5A,inhibitor
Quinine,GP9,other
Quinine,KCNN4,inhibitor
"Quinonoid 7,8-Tetrahydrobiopterin",PAH,unknown
Quinpirole,DRD1,inhibitor
Quinpirole,DRD2,inhibitor
Quinpirole,DRD3,inhibitor
Quinpirole,DRD4,inhibitor
Quipazine,HTR1A,inhibitor
Quipazine,HTR1D,inhibitor
Quipazine,HTR2A,inhibitor
Quipazine,HTR3A,inhibitor
Quipazine,HTR3B,inhibitor
Quipazine,HTR6,inhibitor
Quipazine,SLC6A4,inhibitor
Quisqualic acid,FOLH1,inhibitor
Quisqualic acid,GRIA2,unknown
Quisqualic acid,GRIK1,inhibitor
Quisqualic acid,GRIK2,unknown
Quisqualic acid,GRM1,agonist
Quisqualic acid,GRM2,inhibitor
Quisqualic acid,GRM3,inhibitor
Quisqualic acid,GRM5,inhibitor
Quizartinib,FLT3,inhibitor
R-1487,MAPK14,inhibitor
R-348,JAK3,unknown
R-9-(2-hydroxypropyl)adenine,TK1,inhibitor
R048-8071,LSS,unknown
R112,SYK,unknown
R1295,ITGA4,unknown
R1295,ITGB4,unknown
R1295,ITGB7,unknown
R343,SYK,unknown
R411,ITGA4,unknown
R450,ADRA1A,unknown
R450,ADRA1B,unknown
R450,ADRA1D,unknown
R673,TACR1,unknown
RAF-265,BRAF,unknown
RAF-265,KDR,modulator
RB106,PARP1,inhibitor
RDP58,TNF,inhibitor
RG-2833,HDAC1,modulator
RG-4733,APH1A,modulator
RG-4733,APH1B,modulator
RG-4733,NCSTN,modulator
RG-4733,PSEN1,modulator
RG-4733,PSENEN,modulator
RG-7795,TLR7,unknown
RH-1,NQO1,unknown
RO-4584820,CDK1,inhibitor
RO-4584820,CDK2,inhibitor
RO-4584820,CDK4,inhibitor
RO-4584820,CDK7,inhibitor
ROX-888,CCL3,unknown
RP-67580,TACR1,antagonist
RPI-78M,CHRNA10,unknown
RPI-78M,CHRNA2,unknown
RPI-78M,CHRNA4,unknown
RPI-78M,CHRNA7,unknown
RPI-78M,CHRNA9,unknown
RPI-78M,CHRNB2,unknown
RPR128515,PRSS1,unknown
RPR131247,PRSS1,unknown
RTA 744,TOP2A,unknown
RU78191,SRC,inhibitor
RU78262,SRC,inhibitor
RU78299,SRC,inhibitor
RU78300,SRC,inhibitor
RU78783,SRC,inhibitor
RU79072,SRC,inhibitor
RU79073,SRC,inhibitor
RU79256,SRC,inhibitor
RU82197,SRC,inhibitor
RU82209,SRC,inhibitor
RU83876,SRC,inhibitor
RU84687,SRC,inhibitor
RU85053,SRC,inhibitor
RU85493,SRC,inhibitor
RU90395,SRC,inhibitor
RWJ-51084,PRSS1,unknown
RWJ-56423,PRSS1,inhibitor
Rabeprazole,ATP4A,inhibitor
Rabusertib,CHEK1,modulator
Racementhol,TRPM8,agonist
Racepinephrine,ADRA1A,agonist
Racepinephrine,ADRA1B,agonist
Racepinephrine,ADRA1D,antagonist
Racepinephrine,ADRA2A,agonist
Racepinephrine,ADRA2B,agonist
Racepinephrine,ADRA2C,agonist
Racepinephrine,ADRB1,agonist
Racepinephrine,ADRB2,agonist
Racepinephrine,ADRB3,agonist
Raclopride,DRD2,antagonist
Raclopride,INSR,stimulator
Ractopamine,ESR1,unknown
Radafaxine,SLC6A2,inhibitor
Radafaxine,SLC6A3,inhibitor
