gene1,gene2,weight
UCHL1,USP22,0.429
UCHL1,USP24,0.418
UCHL1,USP25,0.447
UCHL1,USP27X,0.427
UCHL1,USP28,0.619
UCHL1,USP3,0.424
UCHL1,USP30,0.51
UCHL1,USP33,0.418
UCHL1,USP4,0.45
UCHL1,USP43,0.432
UCHL1,USP46,0.484
UCHL1,USP47,0.435
UCHL1,USP5,0.629
UCHL1,USP50,0.421
UCHL1,USP51,0.431
UCHL1,USP7,0.615
UCHL1,USP8,0.666
UCHL1,USP9X,0.488
UCHL1,VIP,0.59
UCHL1,VPS35,0.492
UCHL1,WDR82,0.47
UCHL1,YWHAQ,0.547
UCHL1,YWHAZ,0.453
UCHL1,ZBTB16,0.475
UCHL1,ZUP1,0.815
UCHL3,UCHL5,0.478
UCHL3,USP1,0.767
UCHL3,USP11,0.504
UCHL3,USP12,0.5
UCHL3,USP13,0.526
UCHL3,USP14,0.788
UCHL3,USP15,0.751
UCHL3,USP17L2,0.433
UCHL3,USP17L25,0.405
UCHL3,USP18,0.435
UCHL3,USP19,0.507
UCHL3,USP2,0.707
UCHL3,USP20,0.545
UCHL3,USP21,0.745
UCHL3,USP22,0.429
UCHL3,USP24,0.428
UCHL3,USP25,0.51
UCHL3,USP26,0.436
UCHL3,USP28,0.67
UCHL3,USP3,0.448
UCHL3,USP30,0.507
UCHL3,USP34,0.424
UCHL3,USP36,0.419
UCHL3,USP37,0.402
UCHL3,USP38,0.511
UCHL3,USP4,0.545
UCHL3,USP42,0.408
UCHL3,USP43,0.457
UCHL3,USP44,0.403
UCHL3,USP45,0.402
UCHL3,USP46,0.521
UCHL3,USP47,0.506
UCHL3,USP48,0.717
UCHL3,USP5,0.819
UCHL3,USP51,0.405
UCHL3,USP54,0.402
UCHL3,USP7,0.705
UCHL3,USP8,0.656
UCHL3,USP9X,0.648
UCHL3,VCP,0.453
UCHL3,WDR48,0.442
UCHL3,YOD1,0.493
UCHL3,ZMYM6,0.457
UCHL3,ZPR1,0.481
UCHL3,ZRANB1,0.432
UCHL3,ZRANB2,0.457
UCHL3,ZUP1,0.863
UCHL5,USP1,0.711
UCHL5,USP10,0.4
UCHL5,USP11,0.607
UCHL5,USP12,0.547
UCHL5,USP13,0.576
UCHL5,USP14,0.999
UCHL5,USP15,0.855
UCHL5,USP19,0.464
UCHL5,USP2,0.622
UCHL5,USP20,0.481
UCHL5,USP21,0.405
UCHL5,USP22,0.442
UCHL5,USP24,0.427
UCHL5,USP25,0.477
UCHL5,USP26,0.501
UCHL5,USP28,0.652
UCHL5,USP29,0.406
UCHL5,USP3,0.466
UCHL5,USP30,0.428
UCHL5,USP36,0.436
UCHL5,USP37,0.524
UCHL5,USP38,0.417
UCHL5,USP4,0.611
UCHL5,USP46,0.451
UCHL5,USP47,0.548
UCHL5,USP48,0.484
UCHL5,USP5,0.837
UCHL5,USP7,0.701
UCHL5,USP8,0.636
UCHL5,USP9X,0.677
UCHL5,VCP,0.535
UCHL5,VCPIP1,0.436
UCHL5,WDR48,0.484
UCHL5,XPO5,0.451
UCHL5,YY1,0.99
UCHL5,ZFAND2B,0.591
UCHL5,ZNHIT1,0.54
UCHL5,ZRANB1,0.56
UCHL5,ZUP1,0.8
UCK1,UCK2,0.98
UCK1,UCKL1,0.928
UCK1,UMPS,0.981
UCK1,UPB1,0.576
UCK1,UPP1,0.979
UCK1,UPP2,0.982
UCK1,UPRT,0.999
UCK1,USP28,0.473
UCK2,UCKL1,0.97
UCK2,UMPS,0.978
UCK2,UPB1,0.567
UCK2,UPP1,0.979
UCK2,UPP2,0.975
UCK2,UPRT,0.999
UCKL1,UMPS,0.981
UCKL1,UPB1,0.486
UCKL1,UPP1,0.98
UCKL1,UPP2,0.982
UCKL1,UPRT,0.996
UCKL1,ZNF76,0.487
UCMA,VKORC1,0.482
UCN,UCN2,0.996
UCN,UCN3,0.995
UCN,UTS2,0.801
UCN,UTS2R,0.502
UCN,VIP,0.469
UCN,VIPR1,0.443
UCN,VIPR2,0.487
UCN,VPREB1,0.446
UCN2,UCN3,0.998
UCN3,UMOD,0.546
UCN3,UTS2,0.527
UCP1,UCP2,0.437
UCP1,UCP3,0.438
UCP1,UQCRC2,0.619
UCP1,VDAC1,0.407
UCP1,VGF,0.51
UCP1,ZIC1,0.571
UCP1,ZNF423,0.507
UCP2,UCP3,0.428
UCP2,UQCRB,0.451
UCP2,UQCRC2,0.722
UCP2,VDAC1,0.46
UCP2,YWHAB,0.525
UCP3,UQCRC2,0.555
UCP3,YWHAB,0.539
UEVLD,UFL1,0.515
UEVLD,VDAC1,0.442
UEVLD,VDAC2,0.442
UEVLD,VDAC3,0.439
UEVLD,VPS25,0.696
UEVLD,VPS28,0.948
UEVLD,VPS36,0.799
UEVLD,VPS37A,0.809
UEVLD,VPS37B,0.805
UEVLD,VPS37C,0.805
UEVLD,VPS37D,0.805
UEVLD,VPS4A,0.464
UEVLD,VPS4B,0.51
UEVLD,VTA1,0.439
UEVLD,ZFYVE1,0.632
UEVLD,ZFYVE19,0.629
UFC1,UFL1,0.96
UFC1,UFM1,0.998
UFC1,UFSP1,0.85
UFC1,UFSP2,0.857
UFC1,USP21,0.604
UFC1,WDR83OS,0.407
UFC1,YKT6,0.536
UFC1,ZFYVE19,0.425
UFD1,UFL1,0.425
UFD1,UFM1,0.425
UFD1,UGGT1,0.442
UFD1,USH2A,0.499
UFD1,USP13,0.945
UFD1,USP14,0.505
UFD1,USP9X,0.637
UFD1,VCP,0.999
UFD1,VCPIP1,0.998
UFD1,YOD1,0.989
UFD1,ZDHHC8,0.567
UFD1,ZFAND4,0.466
UFD1,ZUP1,0.427
UFL1,UFM1,0.975
UFL1,UFSP1,0.816
UFL1,UFSP2,0.879
UFL1,USO1,0.454
UFL1,ZNF598,0.411
UFM1,UFSP1,0.997
UFM1,UFSP2,0.998
UFM1,URM1,0.803
UFM1,USP9X,0.403
UFM1,WBP4,0.477
UFM1,YIPF5,0.52
UFM1,ZFYVE19,0.424
UFM1,ZNF598,0.439
UFM1,ZUP1,0.498
UFSP2,ZMYM4,0.505
UGCG,UGT8,0.969
UGDH,UGP2,0.985
UGDH,UGT1A1,0.968
UGDH,UGT1A10,0.964
UGDH,UGT1A3,0.938
UGDH,UGT1A4,0.964
UGDH,UGT1A5,0.939
UGDH,UGT1A6,0.966
UGDH,UGT1A7,0.965
UGDH,UGT1A8,0.965
UGDH,UGT1A9,0.936
UGDH,UGT2A2,0.938
UGDH,UGT2A3,0.941
UGDH,UGT2B10,0.939
UGDH,UGT2B11,0.937
UGDH,UGT2B15,0.941
UGDH,UGT2B17,0.939
UGDH,UGT2B28,0.937
UGDH,UGT2B4,0.934
UGDH,UGT2B7,0.934
UGDH,UXS1,0.999
UGGT1,UGGT2,0.911
UGGT2,YPEL3,0.409
UGGT2,ZNF398,0.413
UGP2,UMPS,0.422
UGP2,UXS1,0.627
UGP2,YIPF6,0.495
UGT1A1,UGT1A10,0.995
UGT1A1,UGT1A3,0.998
UGT1A1,UGT1A4,0.994
UGT1A1,UGT1A6,0.998
UGT1A1,UGT1A7,0.994
UGT1A1,UGT1A8,0.996
UGT1A1,UGT1A9,0.998
UGT1A1,VKORC1,0.658
UGT1A10,UGT1A3,0.994
UGT1A10,UGT1A4,0.994
UGT1A10,UGT1A6,0.994
UGT1A10,UGT1A7,0.994
UGT1A10,UGT1A8,0.995
UGT1A10,UGT1A9,0.994
UGT1A10,VKORC1,0.651
UGT1A3,UGT1A4,0.996
UGT1A3,UGT1A6,0.998
UGT1A3,UGT1A7,0.994
UGT1A3,UGT1A8,0.997
UGT1A3,UGT1A9,0.999
UGT1A4,UGT1A6,0.995
UGT1A4,UGT1A7,0.994
UGT1A4,UGT1A8,0.994
UGT1A4,UGT1A9,0.995
UGT1A4,VKORC1,0.657
UGT1A6,UGT1A7,0.994
UGT1A6,UGT1A8,0.997
UGT1A6,UGT1A9,0.998
UGT1A6,VKORC1,0.646
UGT1A7,UGT1A8,0.994
UGT1A7,UGT1A9,0.994
UGT1A7,UGT2B15,0.447
UGT1A7,VKORC1,0.656
UGT1A8,UGT1A9,0.997
UGT1A8,UGT2B11,0.413
UGT1A8,UGT2B4,0.454
UGT1A8,VKORC1,0.651
UGT2A1,UGT2B15,0.42
UGT2A2,UGT2A3,0.586
UGT2A3,UGT2B15,0.522
UGT2B10,UGT2B11,0.445
UGT2B11,UGT2B7,0.437
UGT2B15,UGT2B17,0.788
UGT2B7,UMOD,0.483
UGT3A1,UGT3A2,0.559
UGT8,UNC5C,0.55
UHMK1,UNC80,0.464
UHMK1,ZDHHC17,0.414
UHMK1,ZFP91,0.435
UHRF1,UHRF1BP1,0.616
UHRF1,UHRF2,0.559
UHRF1,UNG,0.598
UHRF1,USP1,0.408
UHRF1,USP11,0.423
UHRF1,USP14,0.424
UHRF1,USP7,0.998
UHRF1,WDR76,0.525
UHRF1,WIPI1,0.461
UHRF1,ZBTB33,0.581
UHRF1,ZBTB38,0.577
UHRF1,ZBTB4,0.577
UHRF1,ZFP57,0.515
UHRF1,ZNF367,0.531
UHRF1,ZUP1,0.502
UHRF1,ZWILCH,0.439
UHRF1,ZWINT,0.702
UHRF1BP1,WDFY4,0.471
UHRF1BP1L,VPS13C,0.434
UHRF1BP1L,ZNF407,0.435
UHRF1BP1L,ZNF654,0.422
UHRF1BP1L,ZNF829,0.431
UHRF2,USP7,0.68
UHRF2,WDR76,0.439
UHRF2,XRCC5,0.514
UHRF2,XRCC6,0.523
UHRF2,ZBTB33,0.628
UHRF2,ZBTB38,0.668
UHRF2,ZBTB4,0.661
UHRF2,ZCCHC24,0.412
UHRF2,ZFP57,0.402
UHRF2,ZNF131,0.731
UHRF2,ZNF618,0.464
UIMC1,UNC5A,0.596
UIMC1,USP13,0.788
UIMC1,USP3,0.522
UIMC1,USP37,0.416
UIMC1,USP7,0.438
UIMC1,WDR48,0.448
UIMC1,XRCC4,0.422
UIMC1,XRCC5,0.708
UIMC1,XRCC6,0.702
UIMC1,ZFYVE26,0.415
UIMC1,ZMYM3,0.846
UIMC1,ZNF106,0.461
UIMC1,ZNF350,0.463
UIMC1,ZNF451,0.413
UIMC1,ZUP1,0.577
ULBP1,ULBP2,0.911
ULBP1,ULBP3,0.965
ULBP2,ULBP3,0.917
ULBP2,XPNPEP2,0.411
ULK1,ULK2,0.997
ULK1,USP20,0.453
ULK1,UVRAG,0.782
ULK1,VAMP8,0.46
ULK1,VMP1,0.612
ULK1,WASHC3,0.463
ULK1,WDFY3,0.469
ULK1,WDR45,0.564
ULK1,WDR45B,0.471
ULK1,WIPI1,0.974
ULK1,WIPI2,0.944
ULK1,YKT6,0.475
ULK1,ZFYVE1,0.792
ULK2,UVRAG,0.736
ULK2,VMP1,0.661
ULK2,WDR45,0.49
ULK2,WDR45B,0.407
ULK2,WIPI1,0.917
ULK2,WIPI2,0.928
ULK2,ZFYVE1,0.563
ULK3,VPS13A,0.509
ULK3,WIPI1,0.644
ULK3,WIPI2,0.656
ULK3,ZFYVE19,0.589
ULK3,ZNF76,0.454
ULK4,ZNF652,0.447
UMAD1,VPS37B,0.603
UMOD,UNCX,0.592
UMODL1,UNCX,0.442
UMODL1,ZBTB21,0.433
UMPS,UNG,0.569
UMPS,UPB1,0.633
UMPS,UPP1,0.983
UMPS,UPP2,0.984
UMPS,UPRT,0.973
UMPS,WDR12,0.483
UMPS,XRCC5,0.404
UMPS,XRCC6,0.418
UMPS,XYLB,0.439
UMPS,YARS2,0.426
UNC119,UNC119B,0.794
UNC119,UNC13B,0.644
UNC119,UNC79,0.539
UNC119,ZER1,0.421
UNC119,ZNF362,0.454
UNC119,ZYG11A,0.414
UNC119B,URB2,0.474
UNC13A,UNC13B,0.903
UNC13A,UNC13C,0.909
UNC13A,VAMP1,0.486
UNC13A,VAMP2,0.779
UNC13A,VAPB,0.448
UNC13A,VCP,0.406
UNC13A,YWHAH,0.449
UNC13B,UNC13C,0.904
UNC13B,UNC13D,0.429
UNC13B,VAMP1,0.462
UNC13B,VAMP2,0.956
UNC13B,VAMP3,0.466
UNC13B,VAMP8,0.457
UNC13B,WASF2,0.41
UNC13B,YWHAH,0.436
UNC13C,ZFHX4,0.453
UNC13D,VAMP7,0.647
UNC13D,VAMP8,0.529
UNC13D,WBP2,0.449
UNC13D,XIAP,0.601
UNC45A,USP1,0.578
UNC45A,USP19,0.549
UNC45A,WDR5,0.485
UNC45B,VCP,0.414
UNC45B,XIRP1,0.46
UNC45B,XIRP2,0.581
UNC50,UXS1,0.471
UNC50,VPS51,0.494
UNC50,YIF1A,0.405
UNC50,YIPF4,0.405
UNC5A,UNC5B,0.555
UNC5A,UNC5C,0.548
UNC5A,UNC5D,0.553
UNC5B,UNC5C,0.536
UNC5B,UNC5D,0.667
UNC5C,UNC5D,0.544
UNC5CL,ZBTB20,0.436
UNC79,UNC80,0.999
UNC79,ZMYND10,0.411
UNC80,ZNF573,0.512
UNC93B1,YIPF3,0.42
UNG,UPRT,0.427
UNG,WRN,0.488
UNG,XPA,0.613
UNG,XPO1,0.432
UNG,XRCC1,0.871
UNG,XRCC3,0.455
UNG,XRCC5,0.466
UNG,XRCC6,0.52
UNG,YWHAB,0.457
UNG,YWHAE,0.438
UNG,YWHAG,0.469
UNG,YWHAH,0.405
UNK,USP34,0.442
UNK,USP9X,0.581
UNK,ZFYVE19,0.466
UNK,ZNF384,0.437
UPB1,UPP1,0.657
UPB1,UPP2,0.628
UPF1,UPF2,0.999
UPF1,UPF3A,0.999
UPF1,UPF3B,0.999
UPF1,USP10,0.681
UPF1,USP6,0.474
UPF1,VCX3A,0.452
UPF1,VPS35,0.601
UPF1,WDR61,0.424
UPF1,WWP2,0.414
UPF1,XPO1,0.464
UPF1,XRCC6,0.469
UPF1,XRN1,0.982
UPF1,XRN2,0.812
UPF1,YBX1,0.736
UPF1,YTHDF1,0.58
UPF1,YTHDF2,0.46
UPF1,YWHAZ,0.44
UPF1,ZC3H12A,0.73
UPF1,ZC3H18,0.472
UPF1,ZC3HAV1,0.527
UPF1,ZCCHC3,0.569
UPF1,ZCRB1,0.526
UPF1,ZDHHC18,0.408
UPF1,ZDHHC5,0.663
UPF1,ZFP36,0.606
UPF1,ZFP36L1,0.731
UPF1,ZNF318,0.409
UPF1,ZNF592,0.488
UPF1,ZNF598,0.542
UPF1,ZNF646,0.448
UPF2,UPF3A,0.999
UPF2,UPF3B,0.999
UPF2,WDR61,0.448
UPF2,XRN1,0.877
UPF2,XRN2,0.784
UPF2,ZFP36,0.45
UPF2,ZGRF1,0.83
UPF3A,UPF3B,0.966
UPF3A,WDR5,0.542
UPF3A,XRN1,0.831
UPF3A,ZGRF1,0.557
UPF3B,XRN1,0.819
UPF3B,ZC3H11A,0.521
UPF3B,ZDHHC9,0.515
UPF3B,ZGRF1,0.562
UPK1A,UPK1B,0.946
UPK1A,UPK2,0.999
UPK1A,UPK3A,0.999
UPK1A,UPK3B,0.945
UPK1B,UPK2,0.999
UPK1B,UPK3A,0.999
UPK1B,UPK3B,0.975
UPK2,UPK3A,0.999
UPK2,UPK3B,0.943
UPK3B,WT1,0.517
UPK3B,XPA,0.54
UPK3B,XPC,0.54
UPK3B,XRCC4,0.54
UPK3B,XRCC5,0.54
UPK3B,XRCC6,0.54
UPK3B,ZSWIM7,0.54
UPK3BL1,ZNRD1,0.442
UPK3BL2,ZNRD1,0.442
UPP1,UPP2,0.918
UPP1,UPRT,0.969
UPP1,URAD,0.416
UPP1,XDH,0.477
UPP2,UPRT,0.969
UPP2,XDH,0.478
UPRT,YARS1,0.544
UPRT,YARS2,0.482
UPRT,ZPR1,0.579
UQCC1,UQCC2,0.963
UQCC1,UQCC3,0.704
UQCC1,UQCR10,0.62
UQCC1,UQCR11,0.434
UQCC1,UQCRB,0.701
UQCC1,UQCRC1,0.542
UQCC1,UQCRC2,0.631
UQCC1,UQCRFS1,0.507
UQCC1,UQCRH,0.548
UQCC1,UQCRQ,0.649
UQCC1,ZNF692,0.427
UQCC2,UQCC3,0.7
UQCC2,UQCR10,0.575
UQCC2,UQCR11,0.604
UQCC2,UQCRB,0.579
UQCC2,UQCRC1,0.424
UQCC2,UQCRC2,0.455
UQCC2,UQCRFS1,0.447
UQCC2,UQCRH,0.504
UQCC2,UQCRQ,0.558
UQCC3,UQCR10,0.401
UQCC3,UQCRB,0.456
UQCC3,UQCRC2,0.502
UQCC3,UQCRQ,0.438
UQCR10,UQCR11,0.999
UQCR10,UQCRB,0.999
UQCR10,UQCRC1,0.999
UQCR10,UQCRC2,0.999
UQCR10,UQCRFS1,0.999
UQCR10,UQCRH,0.999
UQCR10,UQCRHL,0.998
UQCR10,UQCRQ,0.999
UQCR10,WBP2,0.868
UQCR10,WBP2NL,0.868
UQCR11,UQCRB,0.999
UQCR11,UQCRC1,0.999
UQCR11,UQCRC2,0.999
UQCR11,UQCRFS1,0.999
UQCR11,UQCRH,0.999
UQCR11,UQCRHL,0.994
UQCR11,UQCRQ,0.999
UQCRB,UQCRC1,0.999
UQCRB,UQCRC2,0.999
UQCRB,UQCRFS1,0.999
UQCRB,UQCRH,0.999
UQCRB,UQCRHL,0.998
UQCRB,UQCRQ,0.999
UQCRB,UTP11,0.455
UQCRB,VDAC1,0.594
UQCRB,VDAC2,0.434
UQCRB,WBP2,0.917
UQCRB,WBP2NL,0.917
UQCRC1,UQCRC2,0.999
UQCRC1,UQCRFS1,0.999
UQCRC1,UQCRH,0.999
UQCRC1,UQCRHL,0.988
UQCRC1,UQCRQ,0.999
UQCRC1,VDAC1,0.66
UQCRC1,VDAC2,0.588
UQCRC1,VDAC3,0.559
UQCRC1,WBP2,0.805
UQCRC1,WBP2NL,0.793
UQCRC2,UQCRFS1,0.999
UQCRC2,UQCRH,0.999
UQCRC2,UQCRHL,0.993
UQCRC2,UQCRQ,0.999
UQCRC2,VCP,0.455
UQCRC2,VDAC1,0.81
UQCRC2,VDAC2,0.763
UQCRC2,VDAC3,0.596
UQCRC2,WBP2,0.926
UQCRC2,WBP2NL,0.922
UQCRC2,YJU2,0.449
UQCRC2,YME1L1,0.427
UQCRFS1,UQCRH,0.999
UQCRFS1,UQCRHL,0.984
UQCRFS1,UQCRQ,0.999
UQCRFS1,UTY,0.572
UQCRFS1,VDAC1,0.768
UQCRFS1,VDAC2,0.611
UQCRFS1,WBP2,0.87
UQCRFS1,WBP2NL,0.87
UQCRFS1,YME1L1,0.432
UQCRH,UQCRHL,0.901
UQCRH,UQCRQ,0.999
UQCRHL,UQCRQ,0.998
UQCRQ,WBP2,0.923
UQCRQ,WBP2NL,0.923
URB1,URB2,0.89
URB1,UTP14A,0.663
URB1,UTP14C,0.421
URB1,UTP18,0.47
URB1,UTP20,0.915
URB1,UTP4,0.831
URB1,UTP6,0.446
URB1,WDR12,0.607
URB1,WDR18,0.44
URB1,WDR3,0.684
URB1,WDR36,0.878
URB1,WDR4,0.408
URB1,WDR43,0.406
URB1,WDR46,0.552
URB1,WDR74,0.518
URB1,WDR75,0.411
URB1,ZNF512,0.414
URB1,ZSWIM1,0.431
URB1,ZSWIM3,0.426
URB1,ZZZ3,0.496
URB2,UTP15,0.502
URB2,UTP20,0.452
URB2,WDR1,0.578
URB2,WDR43,0.469
URB2,WDR89,0.455
URB2,ZNF567,0.432
URGCP,VWCE,0.4
URI1,UXT,0.991
URI1,VBP1,0.499
URI1,WDR83OS,0.54
URI1,WDR92,0.968
URI1,ZNHIT2,0.487
URI1,ZNHIT6,0.484
URM1,USP5,0.625
URM1,VPS4A,0.449
UROD,UROS,0.998
UROD,YARS1,0.41
USB1,VPS45,0.432
USB1,WDR83,0.69
USB1,WRAP53,0.601
USB1,XAB2,0.788
USB1,YJU2,0.504
USB1,ZNF597,0.433
USE1,VAMP1,0.603
USE1,VAMP2,0.64
USE1,VAMP3,0.741
USE1,VAMP4,0.891
USE1,VAMP5,0.646
USE1,VAMP7,0.911
USE1,VAMP8,0.703
USE1,VPS18,0.429
USE1,VTI1A,0.796
USE1,VTI1B,0.848
USE1,YKT6,0.943
USE1,ZNF787,0.691
USE1,ZW10,0.985
USF1,USF2,0.999
USF1,VEZF1,0.417
USF1,WDR5,0.583
USF1,WRAP53,0.406
USF1,XRCC5,0.607
USF1,XRCC6,0.656
USF1,YY1,0.72
USF1,ZBTB33,0.417
USF1,ZNF143,0.479
USF1,ZSCAN1,0.543
USF2,UTP20,0.454
USF2,WRAP53,0.428
USF2,YY1,0.509
USF2,ZEB2,0.424
USF2,ZHX1,0.439
USF2,ZNF143,0.46
USF3,ZNF236,0.457
USH1C,USH1G,0.999
USH1C,USH2A,0.99
USH1C,USHBP1,0.926
USH1C,VEZT,0.829
USH1C,WFS1,0.455
USH1C,WHRN,0.95
USH1G,USH2A,0.927
USH1G,WHRN,0.992
USH2A,VEZT,0.905
USH2A,WFS1,0.606
USH2A,WHRN,0.999
USH2A,XIRP2,0.581
USH2A,ZFHX4,0.576
USH2A,ZNF513,0.472
USHBP1,ZBTB25,0.503
USHBP1,ZMAT4,0.534
USO1,XPO7,0.46
USO1,YKT6,0.881
USP1,USP10,0.689
USP1,USP11,0.524
USP1,USP12,0.535
USP1,USP13,0.592
USP1,USP14,0.711
USP1,USP15,0.443
USP1,USP16,0.478
USP1,USP17L2,0.419
USP1,USP2,0.51
USP1,USP24,0.457
USP1,USP25,0.684
USP1,USP26,0.527
USP1,USP28,0.641
USP1,USP29,0.522
USP1,USP3,0.472
USP1,USP30,0.874
USP1,USP32,0.413
USP1,USP33,0.589
USP1,USP36,0.419
USP1,USP37,0.57
USP1,USP39,0.568
USP1,USP4,0.561
USP1,USP40,0.4
USP1,USP41,0.419
USP1,USP43,0.513
USP1,USP46,0.536
USP1,USP5,0.663
USP1,USP6,0.409
USP1,USP7,0.565
USP1,USP8,0.418
USP1,USP9X,0.602
USP1,VCP,0.445
USP1,VCPIP1,0.404
USP1,VHL,0.92
USP1,WDR20,0.758
USP1,WDR48,0.999
USP1,WDR5,0.628
USP1,WDR76,0.408
USP1,YOD1,0.809
USP1,ZRANB1,0.4
USP1,ZRANB3,0.407
USP1,ZUP1,0.912
USP10,USP13,0.897
USP10,USP14,0.414
USP10,USP15,0.645
USP10,USP24,0.485
USP10,USP25,0.466
USP10,USP28,0.476
USP10,USP39,0.611
USP10,USP42,0.451
USP10,USP43,0.581
USP10,USP5,0.447
USP10,USP7,0.458
USP10,VCP,0.497
USP10,WAPL,0.642
USP10,WWP2,0.443
USP10,WWTR1,0.409
USP10,YAP1,0.703
USP10,YBX1,0.703
USP10,YOD1,0.401
USP10,YTHDF2,0.496
USP10,ZC3H12A,0.744
USP10,ZC3H15,0.418
USP10,ZC3H18,0.488
USP10,ZUP1,0.53
USP11,USP13,0.637
USP11,USP14,0.416
USP11,USP15,0.745
USP11,USP19,0.499
USP11,USP22,0.423
USP11,USP25,0.557
USP11,USP28,0.613
USP11,USP3,0.595
USP11,USP30,0.534
USP11,USP35,0.404
USP11,USP4,0.839
USP11,USP5,0.669
USP11,USP54,0.445
USP11,USP7,0.966
USP11,USPL1,0.434
USP11,VCP,0.485
USP11,VCPIP1,0.443
USP11,VGLL4,0.668
USP11,WDR48,0.558
USP11,WRAP53,0.775
USP11,XIAP,0.58
USP11,XPC,0.679
USP11,XRCC5,0.601
USP11,XRCC6,0.609
USP11,XRN2,0.434
USP11,ZRANB1,0.401
USP11,ZUP1,0.858
USP12,USP13,0.552
USP12,USP14,0.454
USP12,USP25,0.523
USP12,USP26,0.586
USP12,USP28,0.524
USP12,USP39,0.543
USP12,USP46,0.844
USP12,USP53,0.408
USP12,USP54,0.409
USP12,USP7,0.528
USP12,VSX1,0.44
USP12,VSX2,0.616
USP12,WDR20,0.999
USP12,WDR48,0.999
USP12,WDR77,0.458
USP12,YOD1,0.532
USP12,ZRANB1,0.426
USP12,ZUP1,0.938
USP13,USP14,0.759
USP13,USP17L2,0.604
USP13,USP17L25,0.488
USP13,USP18,0.707
USP13,USP19,0.732
USP13,USP2,0.664
USP13,USP20,0.653
USP13,USP22,0.838
USP13,USP24,0.668
USP13,USP25,0.852
USP13,USP26,0.498
USP13,USP27X,0.422
USP13,USP28,0.76
USP13,USP29,0.54
USP13,USP30,0.643
USP13,USP32,0.424
USP13,USP34,0.423
USP13,USP35,0.518
USP13,USP36,0.526
USP13,USP37,0.546
USP13,USP38,0.554
USP13,USP39,0.675
USP13,USP40,0.636
USP13,USP41,0.519
USP13,USP42,0.493
USP13,USP45,0.51
USP13,USP46,0.609
USP13,USP47,0.448
USP13,USP48,0.703
USP13,USP49,0.569
USP13,USP5,0.462
USP13,USP50,0.57
USP13,USP53,0.472
USP13,USP54,0.478
USP13,USP7,0.808
USP13,USP8,0.455
USP13,USP9X,0.671
USP13,VCP,0.706
USP13,VCPIP1,0.565
USP13,WDR48,0.444
USP13,WWP2,0.438
USP13,YOD1,0.78
USP13,ZRANB1,0.538
USP13,ZUP1,0.723
USP14,USP15,0.844
USP14,USP19,0.662
USP14,USP2,0.769
USP14,USP20,0.624
USP14,USP21,0.556
USP14,USP22,0.455
USP14,USP24,0.556
USP14,USP25,0.678
USP14,USP26,0.539
USP14,USP27X,0.405
USP14,USP28,0.766
USP14,USP29,0.491
USP14,USP30,0.68
USP14,USP32,0.528
USP14,USP35,0.494
USP14,USP37,0.543
USP14,USP39,0.669
USP14,USP4,0.434
USP14,USP40,0.497
USP14,USP43,0.447
USP14,USP44,0.494
USP14,USP45,0.478
USP14,USP46,0.639
USP14,USP47,0.49
USP14,USP48,0.504
USP14,USP49,0.477
USP14,USP5,0.854
USP14,USP50,0.401
USP14,USP6,0.88
USP14,USP7,0.863
USP14,USP8,0.622
USP14,USP9X,0.465
USP14,VCP,0.744
USP14,VIM,0.516
USP14,VPS37B,0.564
USP14,WDR20,0.539
USP14,WDR48,0.526
USP14,XPO1,0.548
USP14,XPO7,0.693
USP14,XRCC6,0.623
USP14,YOD1,0.566
USP14,ZNF106,0.642
USP14,ZRANB1,0.454
USP14,ZUP1,0.873
USP15,USP19,0.564
USP15,USP2,0.459
USP15,USP20,0.459
USP15,USP21,0.435
USP15,USP25,0.698
USP15,USP28,0.704
USP15,USP3,0.459
USP15,USP30,0.51
USP15,USP33,0.504
USP15,USP4,0.931
USP15,USP5,0.456
USP15,USP51,0.499
USP15,USP7,0.566
USP15,USP8,0.582
USP15,USPL1,0.416
USP15,VCP,0.493
USP15,VCPIP1,0.461
USP15,WAPL,0.648
USP15,WDR48,0.454
USP15,WWP1,0.408
USP15,WWP2,0.633
USP15,XDH,0.592
USP15,YOD1,0.539
USP15,ZRANB1,0.473
USP15,ZSCAN32,0.439
USP15,ZUP1,0.762
USP16,USP21,0.581
USP16,USP28,0.433
USP16,USP39,0.456
USP16,USP47,0.477
USP16,USP5,0.507
USP16,USP7,0.422
USP16,ZC3H15,0.41
USP16,ZUP1,0.51
USP17L1,USP17L10,0.404
USP17L1,USP17L11,0.409
USP17L1,USP17L12,0.404
USP17L1,USP17L13,0.404
USP17L1,USP17L15,0.404
USP17L1,USP17L17,0.404
USP17L1,USP17L18,0.404
USP17L1,USP17L19,0.404
USP17L1,USP17L2,0.404
USP17L1,USP17L20,0.409
USP17L1,USP17L21,0.404
USP17L1,USP17L22,0.423
USP17L1,USP17L25,0.404
USP17L1,USP17L3,0.404
USP17L1,USP17L4,0.408
USP17L1,USP17L5,0.404
USP17L1,USP17L8,0.404
USP17L1,XKR5,0.447
USP17L1,ZSCAN4,0.43
USP17L10,USP17L11,0.404
USP17L10,USP17L12,0.446
USP17L10,USP17L13,0.48
USP17L10,USP17L15,0.404
USP17L10,USP17L17,0.424
USP17L10,USP17L18,0.42
USP17L10,USP17L19,0.427
USP17L10,USP17L2,0.407
USP17L10,USP17L20,0.428
USP17L10,USP17L21,0.491
