gene1,gene2,weight
NME1-NME2,DUT,934
NME1-NME2,NTPCR,945
NME1-NME2,ENPP3,924
NME1-NME2,AK4,749
NME1-NME2,NME7,919
NME1-NME2,ADCY10,703
NME1-NME2,NME1,981
NME1-NME2,CANT1,726
NME1-NME2,NME4,969
NME1-NME2,NUDT16,902
NME1-NME2,RRM1,816
NME1-NME2,AK8,749
NME1-NME2,NME2,997
NME1-NME2,AK5,752
NME1-NME2,RRM2,756
NME1-NME2,PKLR,908
NME1-NME2,AK9,934
NME1-NME2,AK3,928
NME1-NME2,ADCY3,707
NME1-NME2,GUK1,930
NME1-NME2,AK2,804
NME1-NME2,NUDT2,908
NME1-NME2,PKM,911
NME1-NME2,AK7,749
NME1-NME2,AK1,773
NME1-NME2,CTPS1,938
NME1-NME2,NME6,924
NME1-NME2,DCTPP1,913
NME1-NME2,AK6,710
NME1-NME2,RRM2B,745
NME1-NME2,ENTPD2,908
NME1-NME2,NME3,964
NME1-NME2,ITPA,952
NME1-NME2,MOCS1,800
NME1-NME2,HDDC3,946
NME1-NME2,DTYMK,945
NME1-NME2,ENPP1,924
NME1-NME2,GCH1,829
NME1-NME2,CTPS2,936
IL1F10,IL18R1,727
IL1F10,IL1RAPL1,957
IL1F10,MAPK8,769
IL1F10,KPNA7,838
IL1F10,KPNA6,768
IL1F10,FOXP1,731
IL1F10,FOXP1-2,762
IL1F10,BTN3A1,760
IL1F10,IL1B,726
IL1F10,IL1RAP,794
IL1F10,IL1RL2,999
IL1F10,IL1R1,898
IL1F10,IL36B,868
IL1F10,IL1A,781
PTGFRN,B4E171_HUMAN,927
PTGFRN,CD151,967
PTGFRN,CD81,999
PTGFRN,CD9,999
PTGFRN,EZR,816
PTGFRN,PTGFR,841
PTGFRN,CD82,729
PTGFRN,TSPAN15,708
BANP,TP53,944
BANP,HDAC1,960
BANP,CTNNB1,737
BANP,MDM2,813
BANP,CUX1,741
BANP,SETMAR,896
BANP,PRPF19,811
LGMN,CTSS,932
LGMN,CD74,932
LGMN,SET,768
LGMN,AGAP2,732
LGMN,CUBN,776
LGMN,CTSZ,767
LGMN,GC,758
LGMN,CTSL,920
LGMN,CTSB,944
LGMN,CST6,997
LGMN,CTSH,806
LGMN,CTSC,709
LGMN,TGM3,826
LUC7L3,SRPK2,889
LUC7L3,PNN,796
LUC7L3,HTATSF1,808
LUC7L3,SF1,895
LUC7L3,CCAR1,747
LUC7L3,SF3B4,769
LUC7L3,SNRPD2,896
LUC7L3,SRPK1,833
LUC7L3,SNRPD1,790
LUC7L3,SRSF7,716
LUC7L3,RBM39,957
LUC7L3,DDX23,811
LUC7L3,SRSF11,915
LUC7L3,SF3B1,858
LUC7L3,SUGP1,812
LUC7L3,KHSRP,739
LUC7L3,SF3A2,704
LUC7L3,PRPF39,921
LUC7L3,SRSF5,814
LUC7L3,LUC7L2,843
LUC7L3,U2AF2,820
LUC7L3,SF3A1,722
LUC7L3,U2SURP,734
LUC7L3,SNRPA1,776
LUC7L3,SREK1,721
LUC7L3,DHX9,833
LUC7L3,PRPF40A,897
LUC7L3,RBM25,989
LUC7L3,SF3B5,737
LUC7L3,SNRPG,878
LUC7L3,SRRT,871
LUC7L3,SART1,904
LUC7L3,PRCC,724
LUC7L3,SNRPB2,700
LUC7L3,PRPF4B,860
LUC7L3,SRSF1,883
LUC7L3,RBM5,795
LUC7L3,SNRPD3,792
LUC7L3,TCERG1,792
LUC7L3,SNRPE,864
LUC7L3,SNRPB,805
LUC7L3,RBM7,802
LUC7L3,DDX5,885
LUC7L3,ZRANB2,702
LUC7L3,SRRM1,833
LUC7L3,SNRNP70,947
LUC7L3,SNRPC,858
LUC7L3,SRRM2,874
LUC7L3,ARGLU1,728
LUC7L3,PNISR,999
LUC7L3,SF3B2,789
LUC7L3,PHF5A,755
LUC7L3,DDX46,795
LUC7L3,PRPF40B,757
LUC7L3,SNRPN,759
LUC7L3,SF3B3,819
LUC7L3,SNRPF,896
LUC7L3,SNRPA,821
LUC7L3,LUC7L,803
LUC7L3,NONO,763
NTNG2,LRRC4,999
NTNG2,LRRC4B,796
NTNG2,LRRC4C,999
NTNG2,CDKL5,751
TMCC1,PODXL2,890
TMCC1,KLF15,847
TMCC1,CFAP100,879
TMCC1,PLXND1,845
BCL2L11,MCL1,999
BCL2L11,CDKN1A,726
BCL2L11,USP27X,761
BCL2L11,BCL2L1,999
BCL2L11,BCL2,999
BCL2L11,BIK,968
BCL2L11,XIAP,708
BCL2L11,CASP3,863
BCL2L11,BECN1,987
BCL2L11,FOXO4,783
BCL2L11,BID,982
BCL2L11,HRK,805
BCL2L11,CASP8,753
BCL2L11,FOXO1,874
BCL2L11,BOK,810
BCL2L11,ERN1,799
BCL2L11,SRC,748
BCL2L11,PMAIP1,996
BCL2L11,TP53,867
BCL2L11,JUN,778
BCL2L11,CYCS,899
BCL2L11,DYNLL1,999
BCL2L11,PACS2,726
BCL2L11,DDIT3,956
BCL2L11,AKT1,833
BCL2L11,BAD,918
BCL2L11,RTL10,877
BCL2L11,BRAF,783
BCL2L11,NGFR,722
BCL2L11,MAP2K1,821
BCL2L11,RUNX3,712
BCL2L11,BBC3,971
BCL2L11,BMF,901
BCL2L11,CCND1,752
BCL2L11,BAK1,998
BCL2L11,VDAC1,889
BCL2L11,BCL2A1,999
BCL2L11,TNFRSF10A,727
BCL2L11,DIABLO-2,700
BCL2L11,FOXO3,984
BCL2L11,MAPK3,970
BCL2L11,E2F1,707
BCL2L11,FASLG,893
BCL2L11,BCL2L2,999
BCL2L11,APAF1,893
BCL2L11,ANXA5,712
BCL2L11,BCL2L10,993
BCL2L11,CASP9,864
BCL2L11,BAX,998
BCL2L11,MAPK8,948
BCL2L11,CDKN1B,748
BCL2L11,DYNLL2,748
BCL2L11,BTRC,827
BCL2L11,MAPK1,953
BCL2L11,KRAS,713
FBXW9,FBXW4,707
FBXW9,FBXW5,778
FBXW9,CUL1,944
FBXW9,RBX1,834
FBXW9,CCT5,700
FBXW9,SKP1,999
EME1,BRIP1,728
EME1,MUS81,999
EME1,SLX1A,997
EME1,RMI1,857
EME1,ATM,726
EME1,RMI2,822
EME1,XRCC3,753
EME1,FANCG,734
EME1,EXO1,915
EME1,FANCD2,862
EME1,RAD51C,726
EME1,DCLRE1A,738
EME1,BLM,773
EME1,SLX4,999
EME1,ERCC1,931
EME1,FANCA,768
EME1,BRCA1,880
EME1,RAD51AP1,717
EME1,TERF2,706
EME1,ERCC4,960
EME1,SLX4IP,825
EME1,BARD1,705
EME1,PALB2,763
EME1,FEN1,786
EME1,XRCC2,744
EME1,TOP3A,843
EME1,BRCA2,790
EME1,FANCI,843
EME1,DCLRE1B,759
EME1,WRN,707
EME1,RBBP8,751
EME1,TERF2IP,700
EME1,FANCM,863
EME1,FAN1,757
EME1,FAAP24,786
EME1,GEN1,931
EME1,RAD51,881
EME1,DNA2,834
EME1,UBE2T,713
EME1,EME2,985
EME1,RAD54L,745
EME1,FANCE,736
SPOP,AR,953
SPOP,GLI3,994
SPOP,UBE2I,893
SPOP,NANOG,789
SPOP,KLHL25,907
SPOP,DAXX,974
SPOP,CAPRIN1,809
SPOP,ESR1,839
SPOP,KLHL20,924
SPOP,TNFAIP1,905
SPOP,CUL3,999
SPOP,KLHL21,911
SPOP,ATM,722
SPOP,RBX1,996
SPOP,MYC,734
SPOP,CDK4,722
SPOP,KLHL13,913
SPOP,DEK,888
SPOP,SETD2,732
SPOP,CUL1,783
SPOP,KCTD2,913
SPOP,KBTBD8,913
SPOP,INF2,830
SPOP,PDCD6,720
SPOP,KLHL40,745
SPOP,BRD4,914
SPOP,DUSP7,708
SPOP,KEAP1,924
SPOP,ENC1,908
SPOP,PEF1,723
SPOP,KCTD17,914
SPOP,SUFU,960
SPOP,KLHL24,761
SPOP,KLHL41,906
SPOP,ZSWIM8,900
SPOP,GMNN,946
SPOP,BMI1,752
SPOP,KLHL42,908
SPOP,KCTD10,741
SPOP,CD274,822
SPOP,GLI1,990
SPOP,KLHL2,768
SPOP,SPOPL,966
SPOP,BRD2,821
SPOP,PTEN,990
SPOP,GLMN,724
SPOP,KLHL3,921
SPOP,GAN,915
SPOP,KLHL9,909
SPOP,BRD3,858
SPOP,TRIM24,879
SPOP,KLHL22,921
SPOP,PDX1,972
SPOP,LZTR1,909
SPOP,KLHL8,914
SPOP,TP53BP1,955
SPOP,KCTD13,900
SPOP,MACROH2A1,958
SPOP,ERG,703
SPOP,KLHL12,919
SPOP,GLI2,991
SPOP,KBTBD7,907
SPOP,KBTBD6,908
SPOP,MYD88,851
SPOP,NCOA3,889
SPOP,KLHL7,907
TSPAN8,EPCAM,812
TSPAN8,ICAM1,715
TSPAN8,SLC30A8,756
TSPAN8,ITGA4,985
TSPAN8,LGR5,727
TSPAN8,CDC123,720
TSPAN8,CLDN7,914
TSPAN8,HHEX,817
TSPAN8,IGF2BP2,810
TSPAN8,FTO,745
TSPAN8,ATXN3,712
TSPAN8,IRGM,707
TSPAN8,CDKAL1,782
CENPN,CENPT,999
CENPN,H2BC14,968
CENPN,OIP5,819
CENPN,H4C4,905
CENPN,BUB1B,860
CENPN,HJURP,886
CENPN,H2BC15,967
CENPN,PLK1,772
CENPN,H4C3,910
CENPN,CENPQ,999
CENPN,KNL1,844
CENPN,PBK,756
CENPN,CCNA2,770
CENPN,TPX2,766
CENPN,MAD2L1,899
CENPN,SKA1,700
CENPN,H4C11,907
CENPN,H2BC8,910
CENPN,H4C8,906
CENPN,H4C15,905
CENPN,CENPS,997
CENPN,H2BC4,912
CENPN,ITGB3BP,997
CENPN,CENPH,999
CENPN,CENPX,993
CENPN,KIF11,796
CENPN,H2BC21,978
CENPN,H4C14,905
CENPN,ZWILCH,776
CENPN,H2AC6,818
CENPN,H4C5,905
CENPN,H2BC7,908
CENPN,CENPL,999
CENPN,CENPC,999
CENPN,SHCBP1,739
CENPN,CENPB,759
CENPN,H2BC17,967
CENPN,MIS18A,823
CENPN,H2BC18,967
CENPN,SKA3,777
CENPN,H2BC3,967
CENPN,CENPI,999
CENPN,CDCA8,706
CENPN,NCAPG2,712
CENPN,CENPU,999
CENPN,H4C1,905
CENPN,H2BC10,909
CENPN,CENPM,999
CENPN,MELK,705
CENPN,MCM10,700
CENPN,CCNB2,843
CENPN,H4-16,905
CENPN,CENPA,999
CENPN,CCNB1,768
CENPN,NUSAP1,736
CENPN,DEPDC1,730
CENPN,CDC20,837
CENPN,CENPO,999
CENPN,CENPP,999
CENPN,CDK1,831
CENPN,RAD51AP1,760
CENPN,DSN1,787
CENPN,BUB1,760
CENPN,MIS18BP1,844
CENPN,H2BC6,914
CENPN,CENPK,999
CENPN,H4C13,907
CENPN,H4C12,905
CENPN,H2BC9,967
CENPN,H4C2,909
CENPN,ESPL1,804
CENPN,NDC80,852
CENPN,CHEK1,705
CENPN,CDCA5,811
CENPN,NUF2,730
CENPN,CENPW,999
CENPN,TTK,700
CENPN,SPC24,710
CENPN,H4C9,906
CENPN,KIF2C,727
CENPN,BIRC5,818
CENPN,H2BC5,969
CENPN,H4C6,961
PICALM,PSEN1,765
PICALM,EPN2,947
PICALM,CD2AP,865
PICALM,APOE,773
PICALM,ABCA7,872
PICALM,CASS4,728
PICALM,SYNRG,795
PICALM,AP2A2,876
PICALM,CLINT1,982
PICALM,UBB,950
PICALM,SMAP2,726
PICALM,EPN1,755
PICALM,CLTB,919
PICALM,ITSN2,719
PICALM,DNAJC6,775
PICALM,SYNJ1,753
PICALM,FCHO2,852
PICALM,EPS15L1,836
PICALM,ZCWPW1,718
PICALM,ITSN1,763
PICALM,MAPT,744
PICALM,SH3GL2,727
PICALM,FCHO1,840
PICALM,FERMT2,802
PICALM,AP2A1,947
PICALM,AFTPH,729
PICALM,UBA52,947
PICALM,CLTC,971
PICALM,PIK3C2A,900
PICALM,MS4A4E,774
PICALM,CLTA,922
PICALM,VAMP2,732
PICALM,AP2B1,908
PICALM,STAMBPL1,710
PICALM,UBC,949
PICALM,AP2M1,935
PICALM,STON2,802
PICALM,NCALD,720
PICALM,BMP2K,850
PICALM,BAIAP2L2,724
PICALM,CLTCL1,915
PICALM,EPN3,944
PICALM,BIN1,892
PICALM,SORL1,838
PICALM,EPHA1,846
PICALM,AP1S1,725
PICALM,PSEN2,732
PICALM,NECAP2,758
PICALM,CLU,923
PICALM,DAB2,868
PICALM,CD33,756
PICALM,HIP1R,927
PICALM,SGIP1,759
PICALM,VAMP3,737
PICALM,GAK,842
PICALM,APP,820
PICALM,MLLT10,922
PICALM,EPS15,946
PICALM,SEC13,714
PICALM,RPS27A,949
PICALM,HLA-DRB5,714
PICALM,AP2S1,777
PICALM,MS4A6A,790
PICALM,KCNQ5,720
TGFBRAP1,VPS41,996
TGFBRAP1,CCZ1,824
TGFBRAP1,RBSN,709
TGFBRAP1,VPS11,999
TGFBRAP1,VPS39,987
TGFBRAP1,CHMP2A,859
TGFBRAP1,SMAD4,819
TGFBRAP1,CCZ1B,815
TGFBRAP1,RIOX1,782
TGFBRAP1,RAB5A,925
TGFBRAP1,RASGEF1A,790
TGFBRAP1,VPS16,999
TGFBRAP1,RIOK1,777
TGFBRAP1,YKT6,840
TGFBRAP1,VPS18,999
TGFBRAP1,VPS33A,996
TGFBRAP1,VPS8,999
TGFBRAP1,VPS33B,973
TGFBRAP1,VPS45,791
TGFBRAP1,SBNO1,790
TGFBRAP1,VTI1B,720
TGFBRAP1,PSMD2,726
ATP5MC1,UTY,701
ATP5MC1,CLCN3,731
ATP5MC1,UQCR10,794
ATP5MC1,LIM2,890
ATP5MC1,UQCR11,794
ATP5MC1,NDUFA8,817
ATP5MC1,COX6B1,720
ATP5MC1,ATP5MC2,997
ATP5MC1,ATP6V1D,881
ATP5MC1,DMAC2L,776
ATP5MC1,ATP6V0A2,856
ATP5MC1,ATP5PF,997
ATP5MC1,ATP5MC3,999
ATP5MC1,KDM6B,701
ATP5MC1,CNST,869
ATP5MC1,COX7A2,791
ATP5MC1,NDUFS7,802
ATP5MC1,ATP5MPL,995
ATP5MC1,CDCA8,823
ATP5MC1,NDUFS8,756
ATP5MC1,CYC1,947
ATP5MC1,MT-ATP6,999
ATP5MC1,ATP6V0E1,766
ATP5MC1,OXA1L,709
ATP5MC1,NDUFA11,770
ATP5MC1,NDUFB7,703
ATP5MC1,H7C0C1_HUMAN,983
ATP5MC1,ATP5PD,999
ATP5MC1,COX6C,763
ATP5MC1,RPS3,718
ATP5MC1,ATP6V0D2,932
ATP5MC1,KDM6A,701
ATP5MC1,UQCRFS1,953
ATP5MC1,COX5B,838
ATP5MC1,ATP5F1A,998
ATP5MC1,C17orf80,721
ATP5MC1,ATP6V0D1,955
ATP5MC1,NDUFS3,855
ATP5MC1,PPA1,786
ATP5MC1,NDUFV1,724
ATP5MC1,RNASEK,836
ATP5MC1,MRPS16,752
ATP5MC1,ATP5MD,987
ATP5MC1,ATP6V1B2,901
ATP5MC1,TCIRG1,845
ATP5MC1,RPS18,704
ATP5MC1,ATP5MGL,952
ATP5MC1,ATP6V1H,792
ATP5MC1,ATP5F1C,999
ATP5MC1,ATP5F1E,995
ATP5MC1,ATP5F1D,999
ATP5MC1,ATP6V0E2,804
ATP5MC1,TUFM,715
ATP5MC1,ATP6V1A,908
ATP5MC1,ATP5MG,991
ATP5MC1,ATP5PB,999
ATP5MC1,ATP5MF,997
ATP5MC1,NDUFB8,910
ATP5MC1,NDUFAB1,814
ATP5MC1,ATP6V1E2,897
ATP5MC1,COX5A,879
ATP5MC1,PPA2,786
ATP5MC1,ATP5ME,998
ATP5MC1,LHPP,720
ATP5MC1,ATP5IF1,810
ATP5MC1,ATP5PO,994
ATP5MC1,ATP6V1E1,929
ATP5MC1,NDUFA13,772
ATP5MC1,MT-ATP8,993
ATP5MC1,NDUFB5,772
ATP5MC1,ATP6V0A1,896
ATP5MC1,ATP6V0A4,859
ATP5MC1,ATP6V1B1,888
ATP5MC1,ATP5F1B,995
ATP5MC1,ATP6AP2,844
ATP5MC1,UQCRQ,844
ATP5MC1,ATP6V1F,931
PTPA,PPP3CB,823
PTPA,PPP2R5E,743
PTPA,PPP2R2B,739
PTPA,PPP2R5B,772
PTPA,GSK3B,738
PTPA,PPP2R1A,998
PTPA,CSNK1A1,703
PTPA,PPP4R3A,941
PTPA,PPP2CB,917
PTPA,LCMT1,843
PTPA,AXIN1,766
PTPA,PPP4R3C,714
PTPA,PPME1,756
PTPA,PPP6C,792
PTPA,PPP2R5A,864
PTPA,PPP3CA,844
PTPA,PPP2R2A,873
PTPA,PPP4R2,972
PTPA,PPP2R2C,759
PTPA,PPP4C,974
PTPA,PPP2R3B,875
PTPA,PPP2R1B,889
PTPA,PPP2CA,999
PTPA,PPP2R2D,842
PTPA,PPP4R1,880
PTPA,PPP2R5D,793
PTPA,PPP3R1,756
PTPA,PPP3CC,737
PTPA,PPP2R3A,919
PTPA,PPP4R3B,736
PTPA,PPP2R5C,922
PTPA,NKD1,761
TTLL6,AGBL4,741
TTLL6,CEP41,860
TTLL6,AGBL5,702
PTPRZ1,SDC1,743
PTPRZ1,VCAN,955
PTPRZ1,CNTN2,752
PTPRZ1,NCAM1,895
PTPRZ1,NRCAM,923
PTPRZ1,ACAN,990
PTPRZ1,HMGB1,828
PTPRZ1,NCAN,976
PTPRZ1,CNTN1,992
PTPRZ1,IL34,925
PTPRZ1,PTN,999
PTPRZ1,MDK,978
PTPRZ1,PTS,719
PTPRZ1,NFASC,754
PTPRZ1,GIT1,739
PTPRZ1,HAPLN2,756
PTPRZ1,BCAN,990
PTPRZ1,CNTNAP1,861
PTPRZ1,ALK,848
PRCP,MEP1B,937
PRCP,XPNPEP2,935
PRCP,KLKB1,784
PRCP,DPP4,967
PRCP,ACE2,972
PRCP,AGT,703
PRCP,KNG1,858
PRCP,MME,952
PRCP,MEP1A,950
PRCP,PREP,900
SNX11,VPS35,716
CBX1,ADNP2,812
CBX1,EED,782
CBX1,RING1,991
CBX1,RNF2,912
CBX1,RBBP4,830
CBX1,SUV39H1,990
CBX1,RBBP7,718
CBX1,H3C3,958
CBX1,PRR14,757
CBX1,CHAF1B,747
CBX1,ZNF280D,716
CBX1,H2AC8,781
CBX1,L3MBTL2,720
CBX1,SUZ12,761
CBX1,CHD4,910
CBX1,H2AC20,760
CBX1,PCGF2,954
CBX1,EMSY,966
CBX1,H4C6,881
CBX1,CBX5,937
CBX1,CHD3,780
CBX1,PCGF1,750
CBX1,EHMT2,907
CBX1,RYBP,724
CBX1,H3-2,998
CBX1,HDAC1,877
CBX1,H3-4,998
CBX1,H3-3B,998
CBX1,H3C6,959
CBX1,SGO1,975
CBX1,DNMT1,923
CBX1,H3C13,999
CBX1,LBR,828
CBX1,EZH2,847
CBX1,H3-3A,934
CBX1,H3C12,999
CBX1,H2AC18,760
CBX1,H3C14,949
CBX1,TRIM28,987
CBX1,SMARCA2,700
CBX1,CBX3,911
CBX1,DSN1,726
CBX1,BMI1,991
CBX1,H3C7,934
CBX1,H3C15,943
CBX1,KMT5C,868
CBX1,PCGF6,813
CBX1,H3C11,934
CBX1,SMARCA5,707
CBX1,CHAF1A,874
CBX1,ADNP,848
CBX1,CHAMP1,789
CBX1,H3C8,934
CBX1,SLC25A3,983
CBX1,H3C1,985
CBX1,PHC1,785
CBX1,H3-5,998
CBX1,DNMT3A,898
CBX1,H3C4,934
CBX1,COMMD3-BMI1,991
CBX1,POGZ,882
CBX1,H2BC21,741
CBX1,SETDB1,851
CBX1,KMT5B,748
CBX1,H3C10,934
CBX1,H3C2,951
CBX1,SUV39H2,915
CBX1,WIZ,744
PLXNA1,PLXNA4,954
PLXNA1,SEMA3F,992
PLXNA1,RAC2,943
PLXNA1,RND1,990
PLXNA1,CRMP1,796
PLXNA1,FES,956
PLXNA1,SEMA3B,857
PLXNA1,RAC3,938
PLXNA1,FARP2,875
PLXNA1,NPR1,742
PLXNA1,SEMA3D,777
PLXNA1,NRCAM,786
PLXNA1,FYN,922
PLXNA1,NRP1,999
PLXNA1,PLXNB1,818
PLXNA1,RRAS,798
PLXNA1,PLXND1,793
PLXNA1,SEMA4D,743
PLXNA1,SEMA3A,999
PLXNA1,TYROBP,906
PLXNA1,SEMA6C,936
PLXNA1,SEMA5A,862
PLXNA1,NRP2,997
PLXNA1,KDR,900
PLXNA1,MICAL1,888
PLXNA1,SEMA5B,810
PLXNA1,SEMA3E,824
PLXNA1,DPYSL2,825
PLXNA1,TREM2,898
PLXNA1,SEMA7A,788
PLXNA1,L1CAM,734
PLXNA1,DPYSL3,786
PLXNA1,RHOD,973
PLXNA1,RAC1,815
PLXNA1,PLXNA2,709
PLXNA1,PODXL2,738
PLXNA1,SEMA6A,920
PLXNA1,PLXNA3,763
PLXNA1,SEMA3C,965
PLXNA1,SEMA6D,999
RGL3,KRAS,820
RGL3,RALB,716
RGL3,NRAS,775
RGL3,HRAS,732
RGL3,RIT1,706
RGL3,RALA,723
SLC12A8,CSTA,958
LIPT1,KCNE3,865
LIPT1,BCKDHA,729
LIPT1,MECR,913
LIPT1,BCKDHB,755
LIPT1,ENSP00000492798,787
LIPT1,DLST,730
LIPT1,LIPT2,998
LIPT1,FASN,805
LIPT1,NFU1,711
LIPT1,DBT,839
LIPT1,LIAS,998
LIPT1,ART3,870
LIPT1,GCSH,982
LIPT1,PDHB,821
LIPT1,OXSM,913
LIPT1,SNRNP40,869
LIPT1,ACSM1,939
LIPT1,DLD,734
LIPT1,ENSP00000491651,782
LIPT1,PDHX,832
LIPT1,DLAT,970
TSGA10,PMFBP1,731
AP1G1,AP4M1,928
AP1G1,AAGAB,789
AP1G1,AP3D1,733
AP1G1,GAK,792
AP1G1,BBS9,768
AP1G1,ARF1,979
AP1G1,AP3M1,903
AP1G1,AP1B1,999
AP1G1,AP2S1,873
AP1G1,AP3S1,889
AP1G1,EPS15,847
AP1G1,NECAP1,841
AP1G1,AP1M2,996
AP1G1,AP2M1,968
AP1G1,AP4B1,924
AP1G1,AP1G2,904
AP1G1,AP2B1,976
AP1G1,CLTA,734
AP1G1,AP1S1,998
AP1G1,NECAP2,904
AP1G1,BBS7,766
AP1G1,RABEP1,941
AP1G1,HLA-A,928
AP1G1,CLTCL1,885
AP1G1,SYNJ1,794
AP1G1,EPN1,722
AP1G1,CLTB,772
AP1G1,BBS5,765
AP1G1,CLTC,961
AP1G1,AP2A1,739
AP1G1,AFTPH,718
AP1G1,BBS1,762
AP1G1,VAMP7,745
AP1G1,AP3M2,781
AP1G1,AP1AR,734
AP1G1,EPN2,704
AP1G1,AP1S3,999
AP1G1,AP4S1,877
AP1G1,AP1S2,997
AP1G1,BBS2,762
AP1G1,CLINT1,897
AP1G1,VAMP8,759
AP1G1,AP3B1,875
AP1G1,AP3S2,832
AP1G1,SYNRG,947
AP1G1,AP3B2,772
AP1G1,BBS4,727
AP1G1,AP1M1,999
AP1G1,AP5M1,765
AP1G1,BBIP1,769
ANKRD39,ANKRD23,773
ZNF23,NOX4,780
SPATA7,CRX,818
SPATA7,RDH12,916
SPATA7,TULP1,860
SPATA7,RPE65,860
SPATA7,RPGRIP1,951
SPATA7,IMPDH1,857
SPATA7,LRAT,902
SPATA7,LCA5,883
SPATA7,TTC8,747
SPATA7,IQCB1,741
SPATA7,CEP290,840
SPATA7,AIPL1,930
SPATA7,GUCY2D,721
SPATA7,RD3,892
SPATA7,RPGR,850
G6PD,LDHAL6B,915
G6PD,LDHA,963
G6PD,GPI,999
G6PD,NOM1,712
G6PD,GSR,932
G6PD,PGD,999
G6PD,BPGM,863
G6PD,G6PC3,943
G6PD,PGAM2,866
G6PD,GPX7,808
G6PD,HK1,937
G6PD,H6PD,985
G6PD,TKT,910
G6PD,GPX3,810
G6PD,PGAM1,914
G6PD,G6PC,942
G6PD,ADPGK,830
G6PD,MINPP1,800
G6PD,ME1,794
G6PD,IDH2,816
G6PD,TALDO1,922
G6PD,ENO2,863
G6PD,PDHA2,872
G6PD,PGLS,993
G6PD,HSPB1,818
G6PD,CS,731
G6PD,ALDOA,894
G6PD,RPEL1,728
G6PD,ALDOC,864
G6PD,ENO4,852
G6PD,PGK1,759
G6PD,LDHC,911
G6PD,PKM,941
G6PD,PGM2,905
G6PD,ENO1,903
G6PD,GPX2,809
G6PD,ALDOB,869
G6PD,HK3,939
G6PD,GCK,967
G6PD,GPX6,814
G6PD,MPI,802
G6PD,ME3,742
G6PD,PKLR,927
G6PD,G6PC2,942
G6PD,GAPDH,970
G6PD,PGAM4,873
G6PD,HKDC1,927
G6PD,UBL4A,791
G6PD,TKTL2,890
G6PD,IDH1,781
G6PD,LDHAL6A,916
G6PD,GPX8,807
G6PD,GNPDA2,724
G6PD,NADK,917
G6PD,GPX5,814
G6PD,NFE2L2,747
G6PD,HK2,945
G6PD,TP53,986
G6PD,PC,795
G6PD,TPI1,942
G6PD,RPE,793
G6PD,RBM45,888
G6PD,ACLY,785
G6PD,GAPDHS,907
G6PD,GNPDA1,767
G6PD,RPIA,763
G6PD,PDHB,878
G6PD,TKTL1,893
G6PD,ENO3,851
G6PD,ACP1,783
G6PD,GNE,875
DBN1,HOMER2,811
DBN1,GSN,813
DBN1,NEXN,708
DBN1,TJP1,716
DBN1,HOMER3,715
DBN1,PPP1R9B,779
DBN1,MAPRE3,984
DBN1,ZMYND8,955
DBN1,PDLIM7,701
DBN1,ACTN1,702
DBN1,GJA1,906
DBN1,CAP2,847
DBN1,CAPZB,829
DBN1,CXCR4,847
DBN1,HOMER1,738
DBN1,MAP4K3,819
DBN1,CAP1,801
DBN1,CFL2,723
DBN1,PFN4,758
DBN1,CFL1,734
HYDIN,DNAH5,759
HYDIN,GPRIN2,914
HYDIN,DRD5,833
HYDIN,SRGAP2,883
HYDIN,RSPH4A,802
HYDIN,CFAP221,709
HYDIN,DNAH11,750
HYDIN,CCDC39,763
HYDIN,CCDC114,701
HYDIN,RSPH1,720
HYDIN,CCDC40,776
HYDIN,DNAI2,726
HYDIN,SRGAP3,875
HYDIN,ASPM,751
HYDIN,GTF2I,797
HYDIN,ARMC4,714
HYDIN,NPEPPS,829
HYDIN,RSPH9,764
HYDIN,DNAI1,760
HYDIN,UGT2B17,827
HYDIN,NBPF1,861
IRF2,IFNA1,870
IRF2,IFNA14,765
IRF2,STAT2,867
IRF2,MDM2,840
IRF2,IRF2BP2,983
IRF2,IFNA8,764
IRF2,IFNA16,760
IRF2,HCFC2,705
IRF2,IFNA7,762
IRF2,IFNB1,856
IRF2,IRF1,982
IRF2,IRF2BP1,958
IRF2,IFNA10,754
IRF2,SPI1,834
IRF2,GSDMD,824
IRF2,RELA,752
IRF2,IFNA2,799
IRF2,IFNA21,761
IRF2,IFNA17,782
IRF2,IFNA6,747
IRF2,IFNA4,764
IRF2,IFNA5,762
IRF2,KAT2B,706
IRF2,IRF2BPL,927
IRF2,STAT1,821
CDKN2D,CDKN2A,810
CDKN2D,CDKN1C,878
CDKN2D,CDKN1B,925
CDKN2D,CCND2,963
CDKN2D,NFKBIA,710
CDKN2D,CDK2,847
CDKN2D,CCNL2,819
CDKN2D,CCND1,952
CDKN2D,CCND3,978
CDKN2D,CDKN1A,854
CDKN2D,CDK6,999
CDKN2D,CDK4,999
FAM50A,CDC40,807
FAM50A,SLU7,825
FAM50A,ALYREF,833
FAM50A,DDX39B,802
FAM50A,PPIL1,801
FAM50A,SRRM1,802
FAM50A,UPF3B,829
FAM50A,SYF2,801
ARAP1,ANK1,727
ARAP1,GRB2,742
ARAP1,CDC42,771
ARAP1,SH3KBP1,943
ARAP1,PTK6,919
KEAP1,ETF1,781
KEAP1,GPX8,737
KEAP1,PPP1R13L,793
KEAP1,GPX5,727
KEAP1,BRCA1,757
KEAP1,IKBKB,997
KEAP1,KLHL25,911
KEAP1,GAPDH,721
KEAP1,NFKB1,733
